,O43866,O75015,O75636,P00450,P00736,P00747,P00748,P00751,P01011,P01023,P01024,P01033,P01034,P01042,P01591,P01834,P01871,P01876,P01877,P02647,P02652,P02654,P02655,P02656,P02675,P02679,P02741,P02743,P02745,P02746,P02748,P02750,P02751,P02753,P02763,P02766,P02771,P02774,P02787,P02790,P03952,P04003,P04004,P04275,P04278,P05155,P05156,P05160,P05452,P05543,P05546,P06276,P06727,P07225,P07333,P08294,P08519,P08571,P09871,P0C0L4,P10643,P10909,P13591,P13598,P13796,P14151,P15144,P16070,P19320,P20742,P22105,P22891,P24592,P26927,P27169,P27918,P29622,P35858,P41222,P43652,P49747,P51884,P55058,P61626,P61769,P80108,Q10588,Q12805,Q13201,Q14520,Q14624,Q15848,Q16610,Q6EMK4,Q6UXB8,Q96KN2,Q9NPY3,Q9UNN8,Q9Y5Y7,Q9Y6R7
RL103901RS,14.40960005,10.92793742,14.39239188,17.66737329,12.79410831,14.76317243,11.65671344,15.54417768,17.53065652,19.16271982,14.88477905,12.29051909,13.12616056,15.9671264,13.06946352,13.19809714,15.64689449,14.30268846,12.40065287,19.11136498,15.7874128,12.68319573,13.21951711,14.9926916,10.0819178,10.46164192,12.54209041,13.7921251,13.08094096,13.49520001,15.15761744,14.85405476,13.61913213,14.72255598,17.62865088,13.34877616,9.050468248,17.2393427,11.39039132,17.82263707,13.71078133,12.29900148,15.07377302,14.40542869,13.99369995,16.32651534,15.03150179,12.19468346,14.24227485,14.09387129,13.26878934,11.58700352,15.93014642,12.91144111,12.18019709,12.78252478,11.32661577,11.97148298,14.43588708,13.06067784,16.01129503,14.21932976,4.996879425,12.33413062,7.276787541,13.22376482,11.62497905,12.57571041,12.50221696,9.781536435,12.25479847,11.0023364,11.13297226,8.767112563,13.67954532,12.21534022,13.9256664,12.79370858,12.43925495,14.5454826,11.94167315,14.58927487,12.97886279,13.36389927,12.89472611,12.29041224,11.4823628,13.16029922,13.22393586,12.43616804,15.9914578,13.32262111,12.87508822,12.87897366,8.783272892,10.25549346,12.62093351,12.60103341,14.34945729,12.07697673
RL110401RS,13.24517395,11.09712437,14.33883227,17.14547794,12.49214896,15.55615246,12.8333059,16.27101445,17.60489765,19.50586799,15.35164486,12.11288132,12.91160497,16.15850568,12.63589485,12.86837653,15.32198906,12.78711841,12.37089863,18.81809958,16.01219395,13.41025604,15.23765913,16.26444978,9.344024605,10.2612712,10.86208728,14.44894454,14.01187875,13.85180082,14.5768113,14.77219587,13.1594881,15.33702867,17.13210623,13.26144379,7.623949284,17.59548733,14.00835209,17.84093967,14.16685592,13.70890299,15.47621891,13.756805,14.6741506,15.86232149,15.30012357,12.6662936,14.31340715,14.25907041,13.51089495,12.5936361,14.91206709,12.85511068,11.38564241,12.15429605,11.60748916,11.46922613,14.41325952,11.79782033,15.11600472,14.66976175,8.162652942,11.96898213,6.81793826,13.44070906,11.28174237,12.22020316,11.9014276,9.610860739,11.37214293,12.67212401,10.70536277,10.20290184,13.87453445,12.6267942,14.19753629,12.77132426,12.09737554,14.87591242,10.81467696,13.42834813,12.94060978,13.07725598,12.83542965,12.40956924,10.70880862,12.82238218,12.7822684,13.07252142,15.30934326,14.27974177,10.77126869,12.0620457,11.02111136,9.977754652,11.46770636,11.71979642,13.53014641,12.44483184
RL101801RS,13.92685834,9.676007941,14.62632882,17.55003017,12.58929104,15.05594058,11.94996636,15.45769281,18.43458657,19.04840597,14.42680575,12.35366925,12.91787365,15.88299219,12.83085221,12.84975993,15.5978008,13.49255042,11.40412397,17.98485956,14.82529394,12.48974626,13.07451261,14.15216224,12.26801426,12.5529848,16.12446592,14.44832269,13.90719605,14.01753347,14.90085899,15.41685382,13.10630356,14.22186881,18.8460839,12.88698318,8.989941682,17.25165512,11.53162942,17.47189777,13.85555916,13.17540438,15.22075755,14.12761744,13.82448948,15.88595067,15.46384669,11.99611278,14.25655823,13.48366393,13.06412894,11.28170377,16.01554746,13.47642456,11.99183356,12.58695445,11.58456736,11.87538422,14.25122493,11.11749821,15.99821202,14.12013692,7.920784803,12.4903111,6.466037735,13.53402325,11.531033,12.78181039,12.48619619,9.474242636,12.1522696,10.98961344,11.03885028,9.847550354,13.71986463,12.88839383,13.42406609,11.91720573,12.04534008,13.82991424,11.30975834,14.47411673,13.12625331,12.2945253,12.57861107,11.99875009,11.45401841,13.65698809,13.19289241,12.73280714,16.1117086,13.83431075,12.6807045,12.67213964,9.267898901,9.482810696,12.51864393,11.9039245,14.69858704,13.13368197
RL107901RS,14.34868789,11.36282347,13.66173607,17.03211577,12.36382302,14.77496766,12.51463481,15.53089467,17.45719295,18.83008928,15.26109754,12.5568707,12.9680064,15.93008049,13.38601166,13.23369208,16.06610501,14.24322774,12.149938,17.73050954,15.13620511,12.13104494,12.61754592,13.51513136,11.74033049,12.09802928,15.7527104,14.21686302,13.43133062,13.69792086,14.54909318,14.87860773,13.61067299,14.28834177,17.09181537,12.88920111,7.607588283,16.89148363,11.25107199,16.69418566,13.66994983,13.61273312,14.48046038,14.56072551,14.17658763,16.17694062,15.20041451,12.00242754,14.20360718,13.84100367,13.08546696,11.69896698,15.69658423,13.27282749,12.43822794,12.81243815,10.01107452,11.91451871,14.29699761,12.71520507,15.75066391,13.98895487,8.924413274,12.34675331,6.993659963,13.49143554,11.42674608,12.91040833,12.55595367,9.352683555,12.2495892,10.70351177,10.92364241,9.70956273,13.29864772,13.00349508,13.33633918,12.10068453,12.07633685,15.03673861,11.74953329,13.97374235,12.91878606,12.94988465,12.48081402,11.93203986,11.79947834,13.4026625,13.13489748,12.33385855,15.94285912,14.17090789,13.13598966,12.39638141,10.12124584,9.858038125,12.37597877,12.26662971,15.03990815,13.23591837
RL109901RS,13.77762278,10.43946468,14.78936413,17.85381133,13.15304459,15.74203526,13.17662402,16.32469573,18.16967821,19.22864175,15.81095676,12.21429688,12.14792437,16.52410532,12.5740613,12.88629076,14.94023095,14.04778018,12.22122836,18.40234517,15.93908054,12.60751726,14.08932341,14.9289518,8.026407295,9.997701365,11.58393535,14.80996555,13.50775623,13.7142981,15.57852557,15.80653432,14.00871622,14.82162262,17.95774424,13.51960127,8.296531768,18.33122488,14.55500672,18.10387095,14.25671743,13.1530158,15.26427708,14.19177581,14.36006821,16.42220468,15.27266967,12.18180228,13.98316584,14.76829933,13.95418105,11.63478581,15.46254151,12.88943153,11.60527593,11.18505399,11.47066521,11.61007456,14.82734723,14.09573406,15.72429555,14.40006689,7.462954286,12.03805469,6.772489719,13.14992211,10.95070409,12.16100232,12.04438497,9.254507244,11.52585536,12.7393975,9.607502626,10.20970967,13.83201027,12.19613041,14.28084569,12.9383981,11.25483016,14.75690989,10.10739962,13.50943641,12.4602619,12.79543618,12.11099418,12.21542697,11.23589458,12.94345661,12.68607129,13.12881296,16.37010348,12.23663289,12.0966181,11.73624851,9.891735828,9.592871511,11.74407138,12.13553446,13.27697277,12.87344046
RL102801RS,14.29526037,11.08046294,14.97290281,17.02872128,12.86921582,15.43715957,13.00488855,15.67436237,16.93013635,19.37089086,14.92762364,12.11353752,12.16961833,16.08679363,14.08512891,14.31630586,16.49284846,15.20220568,13.47697997,17.846147,15.32553495,12.16407154,13.404235,14.07960117,10.21977465,11.07874207,11.36401927,14.18124736,13.95617925,14.12087843,13.93278467,14.37186387,13.72887996,14.53499468,16.99244306,12.63622934,9.765371814,17.33021066,11.32707009,16.95928073,13.84027369,13.36212534,14.86498237,13.71102194,13.72292977,16.19396089,15.12888532,12.80792785,14.19787068,14.17501981,12.85948498,11.1937459,15.84273682,12.70660736,12.66836706,12.37328227,8.514687532,12.42324493,14.4006969,12.58838639,16.11941399,14.70001054,7.904489999,12.15136126,7.335933344,13.19182769,11.64366071,12.49337597,12.12648337,8.902806865,12.23411168,11.88951396,10.30122643,9.738315147,13.91090854,12.66748844,13.69413003,12.66551415,12.06226912,14.62820708,12.33000902,14.38798022,13.19853961,12.48756449,12.05275754,11.45707286,11.46994028,13.71292492,13.00029355,12.83551487,15.7340484,13.50718454,12.59179947,12.53047934,11.02761958,9.679014559,11.84230188,12.24668783,13.89396394,12.90401511
RL101101RS,14.80814422,11.55882602,14.33571791,17.53158593,12.6606964,14.46722712,12.85025062,15.50281426,17.56592206,19.41281456,14.68906995,12.17713984,12.29054289,15.90963331,14.16973341,14.33572431,17.10546962,14.50517763,12.07261376,17.89908057,15.96182418,12.75480153,13.3237135,13.74164495,10.11978093,10.48057437,15.03694914,14.13908012,13.56733618,13.80321209,14.77436312,15.2506214,13.52907422,14.29348214,17.16702468,13.25376299,9.050423734,17.01182897,11.37422497,17.06752142,13.52210102,12.85608267,14.02782211,14.11672929,14.38045743,16.34303734,15.15206854,12.27004284,14.38698072,13.95420124,12.83102874,11.54326375,14.86299982,12.61244759,12.97148803,12.24580009,9.910227207,11.9936682,14.41256712,12.17198185,15.76393234,13.99532517,5.828967498,12.69886521,6.916066268,13.98438273,11.39628504,12.92450337,13.04247529,9.711117975,12.30814533,11.62072043,10.30099523,9.356692117,13.02277132,12.54133086,13.45529727,11.76838406,12.01175255,14.84459263,11.01169646,14.05976641,12.93166442,13.34384282,12.31739351,11.87505858,12.08643943,13.38436206,13.32966901,12.46185764,15.9454138,13.60088973,12.61841138,12.31075868,10.88471327,9.394461919,12.30837023,12.07220931,14.77744491,13.31958433
RL104101RS,13.31549332,10.88825786,14.87391151,17.69101599,12.31667047,15.80984391,13.19401751,16.41536452,18.046188,19.78413867,16.06426863,12.40022555,11.70200177,16.54756648,12.15912636,12.74004875,14.64468664,12.48552791,12.43029806,19.06663131,16.49764684,12.68170868,15.05630446,15.76448675,10.33428396,10.26558643,13.62430564,15.0317561,13.55492916,13.67710149,15.29918604,15.63006243,14.57348655,14.82639667,17.88889175,13.16230075,8.30021877,17.88023789,13.81154221,18.00073961,14.38578353,14.09552904,15.65613058,14.012595,15.03780454,16.19590027,15.63249738,12.46331397,13.69630695,14.44833273,14.22582145,12.31319963,15.14347693,12.90288846,11.00072566,11.38252725,11.83194036,11.59144032,14.50879458,12.84771037,15.38240535,15.00825976,6.885275145,11.11247742,6.097141953,12.90693346,11.5782285,11.63207643,11.15822746,9.732809725,11.11696876,11.69519375,9.664923153,9.178389778,14.09216742,12.46260552,14.250109,12.76390461,11.36652676,14.98574732,10.52681919,13.91494987,13.07974865,12.49738412,11.71704491,11.82676835,11.22988719,12.96011698,12.62267039,13.44646505,16.40801715,12.37567753,11.86719785,11.82846097,10.29223475,10.46918682,11.40074019,11.52023102,12.42154631,12.45920786
RL110901RS,14.85175005,11.12936762,13.57514382,17.29414984,13.12576659,15.11360064,12.13536814,15.04666237,17.4669668,19.02895332,14.70258591,12.55102074,12.39023229,15.44591631,14.39936889,14.67830215,16.156792,16.00383137,13.47189139,17.95488842,14.86302167,11.32222892,12.56220168,12.520619,11.36787739,11.86315683,14.5497144,13.31211637,13.74270598,14.06689495,14.4563933,15.27695304,14.43795298,12.82688503,17.6935959,12.84746485,7.85414119,16.80750602,11.33728526,16.18493368,13.43748344,12.57796397,13.9898673,14.04742604,13.75014275,16.27482827,14.61664815,12.29408859,15.2805581,13.62339448,11.95180799,11.73825229,15.71380456,13.51777676,13.17219253,13.42478655,9.309135621,12.29617837,14.59081035,11.64266811,15.94776256,13.82925728,8.138997474,12.86141334,7.780907763,14.02895274,11.90869004,12.38505739,13.09370178,9.51959736,12.69798927,10.77316145,10.38707768,9.825653046,13.13841928,12.90313414,13.06806028,11.1387954,12.18943121,14.43597889,12.75112272,15.12377529,13.52744826,12.51583446,12.11381797,10.77249125,12.36250323,13.79742817,13.42345704,12.58755335,15.77554351,14.61528281,13.48796924,12.81421541,10.35898969,9.223154546,12.61651061,12.18276317,14.71429226,12.52931638
RL102001RS,13.28669568,9.661886296,14.84182378,17.21811388,13.12330606,15.36417607,12.71764093,16.24964969,17.74256781,18.87335014,15.62771924,12.62440254,12.19776348,16.29749829,12.26730165,12.55919929,14.75256256,12.9101822,12.31600183,18.12865849,16.06078442,12.56925605,14.09976699,14.49231974,11.2251711,11.58019766,15.17095581,14.94710758,13.52668012,14.03332091,14.51255372,15.34250816,14.14478619,14.64401696,17.97474009,13.28604719,10.85610629,17.83591788,11.51362888,18.18719235,14.06563644,13.86955972,15.72437732,13.75342705,14.09830218,15.82192091,15.78188578,12.65512302,14.03164374,14.13695502,13.9731881,12.40359562,15.11760512,12.7674023,11.41701035,11.35263557,11.30775439,11.78258165,14.69048305,13.18275865,15.49064443,14.55260014,7.808489297,11.2929241,6.16449792,13.21134847,11.50932787,12.292809,11.54701995,10.06562646,11.39811587,12.71842445,10.11755317,10.37554971,13.6312116,12.65493686,13.89494775,12.72437356,11.48068136,14.76765783,10.75684958,13.64480816,12.61761803,12.86418427,11.53101986,12.45506558,11.06478842,12.4578327,12.4278764,13.17291258,16.38310689,12.02657939,11.91801339,12.0815931,9.734291556,11.26615095,11.90522,11.50243868,13.38897882,12.87435136
RL105801RS,13.5797805,11.00183753,14.35546227,17.28306576,12.8649216,14.9544195,12.46874371,15.81157844,17.79227996,19.01993093,14.97033728,12.02604547,12.09181246,15.5274333,13.14312775,13.10192977,15.24560457,13.65230698,12.10951804,18.33805728,15.50889669,12.03474859,12.98056494,13.63056151,11.05804881,11.63051286,16.08928516,13.99934203,13.19632167,13.74515526,14.75172351,15.13699952,13.72533238,13.91492447,17.88770625,13.10653396,7.898021483,16.90850527,11.6217703,17.42187159,13.85831414,12.63873507,14.74204491,13.99449936,13.8672447,16.19725441,15.1062325,12.21929886,14.11776037,13.59543203,12.93743478,12.42986206,15.49366011,12.90026591,12.78754106,12.8037808,10.2103623,12.37874738,14.34103572,12.80134125,15.89751408,14.08949613,8.190916392,12.57130327,7.368104082,13.98657558,11.71859872,12.25764517,13.25156471,9.668986396,12.41788719,12.42228916,10.12524505,9.614575565,13.91289493,12.53858543,13.04552302,12.01796896,11.81217606,14.56321807,11.42670568,13.9268197,13.44722601,12.42858996,12.09083409,11.90982474,11.92239293,13.2975859,13.11297983,12.54647615,16.09973093,14.63078752,12.80744704,12.56050615,9.41635512,11.0196513,11.83482325,12.15215656,14.3260529,12.5816267
RL100901RS,14.77910938,5.674522458,13.04461074,17.6905567,12.89651171,15.38332696,12.51832663,15.65724058,17.30267884,19.39463391,14.98683486,12.03028991,12.32748062,15.95633351,13.59487411,13.6966939,15.21887712,15.06852147,14.29093009,18.89946898,15.6332038,12.22819673,13.22601276,14.27906218,9.709012619,10.0002438,14.42169765,13.87318682,13.35289351,13.70631308,14.39251272,14.87161892,13.92734008,13.78985274,17.20692493,12.87376672,11.46163911,17.05685718,11.40500545,17.45661821,13.43411106,12.92229166,15.11641222,14.19909428,14.20206979,16.11485368,15.05027216,12.57906001,14.62047883,14.10258972,13.01345144,11.58469733,16.33191243,13.01645461,12.28843361,12.47575043,7.42448978,12.1725381,14.64576604,12.78050358,16.39762487,14.17818822,8.079239593,12.43787918,7.28549285,13.96138067,11.35081123,12.29880242,12.70531732,9.906083474,12.4632271,12.0276102,9.577343824,9.11925277,14.27821498,12.93120629,13.59592606,12.7381955,11.78011493,14.92776591,12.12324299,14.74223823,12.74762969,12.80574063,11.99286174,11.87882027,11.93438812,13.28198477,12.77614948,12.67539669,16.07229749,13.59870642,13.23995128,12.59563273,10.54937501,10.48785316,12.38409076,12.32582271,14.55330886,12.91855363
RL103501RS,14.72858264,10.26513644,13.96204562,17.2241723,12.33604152,14.57545286,12.01019566,15.15078278,17.43898699,18.63025986,14.40914691,11.99435495,13.26337781,15.65831218,13.90814575,14.17870588,16.46979837,14.05978455,12.16872842,17.88530849,15.38893549,12.73952349,13.7722455,14.65712905,14.39050665,14.87129644,15.33398288,14.11157845,11.61712337,11.80856276,14.52173339,15.24859602,13.94286644,14.51930394,17.89661409,12.95808708,8.350219986,16.92421507,11.47764732,17.15633333,13.34851167,13.5058527,14.89976719,13.74574463,13.99801617,15.94414099,15.10343106,12.47787352,14.15202442,13.48862371,12.88526766,11.99335458,15.43897576,12.96351895,12.63042641,11.95729292,10.81827781,12.04273366,14.04761817,11.91133685,15.46808345,14.18292504,7.62404439,12.01817687,7.334478709,13.37223369,11.43971955,12.49783059,12.76380844,7.516187449,12.00253678,11.05627135,11.29776481,8.724548726,13.03599917,12.12479769,13.27637347,11.8379512,13.44501051,14.45500252,11.82319925,14.18607322,13.52429878,13.20088225,13.50428627,11.86121617,11.25881755,13.95103287,13.34161875,12.53598146,15.84637787,13.48262515,12.87074387,12.39495515,10.70574525,9.813917447,12.18954145,12.21843599,14.24074358,12.98413573
RL105701RS,13.72885624,11.64139418,13.773673,17.38061872,12.92339433,15.26159494,12.30961434,15.76767525,17.19773315,19.35341511,14.94011331,11.92472612,12.2039362,16.03759766,13.27638294,14.47262895,16.10921143,10.94918712,12.03648688,18.9393533,16.13604966,12.90404476,14.48347726,15.4558372,10.39429286,10.75929348,14.52471985,13.65715224,13.12329338,13.43459575,14.78845373,15.36059772,13.68324155,14.06914864,17.85882661,13.09328267,7.803046571,17.41059111,13.40080078,17.48885482,13.37958015,12.84624102,15.43889895,14.10280157,14.07041984,15.86934614,15.40208528,12.29058858,14.92443557,13.6507703,12.84552196,11.70355855,16.10040745,12.99852117,12.38540853,12.15807153,11.10507577,11.96878953,14.53602602,13.24143262,15.72480043,14.25371596,6.352087045,12.38440074,7.534947377,14.04193462,11.428407,12.09247522,12.78394385,9.27270259,12.32508264,12.47726638,9.964147833,9.220456038,13.73778979,12.88542233,13.65554216,12.36838897,11.77693468,14.57051727,10.93582564,14.40897891,13.17761532,12.73120106,12.09580566,12.29542733,12.08785126,13.25971946,12.82173648,12.92351131,15.98786127,13.47441824,12.74965619,12.28793811,10.04151641,10.0085638,12.00825608,13.09479141,13.62294733,11.71825345
RL110701RS,14.36635562,11.60957257,14.29548987,16.97878768,13.01579511,14.67920849,12.64475708,15.54152137,17.52242186,19.95732696,14.89287561,12.35702829,12.08193764,15.14443896,15.01169011,15.19004575,17.63477133,15.83835656,13.5673653,17.23393364,15.4580344,11.42702496,12.51350495,12.12968395,11.91888292,12.22721229,15.07579859,14.1860573,13.26052177,13.69693728,14.10829248,14.45109992,14.09877872,12.80597181,17.96316831,13.19032818,7.790581795,17.09198276,11.27912763,15.73424541,13.58075451,12.86597591,14.9024685,14.89662139,14.3785885,16.0111567,15.09259664,11.96339742,14.37466299,13.63863849,12.03812818,12.09510131,14.0196518,12.69683968,12.9616312,13.11630492,10.16681368,11.6417493,14.54720784,12.02438884,16.07706778,13.74631419,7.508864761,12.77437637,7.005861584,14.02975004,11.70795513,12.88174971,12.9831295,9.773061315,13.52949371,10.58888376,10.07436294,9.564242815,13.61486541,12.72732562,12.83173553,11.55419252,12.21961187,14.70368561,11.85703471,14.76111656,13.26896542,12.54374913,11.88427075,10.55313703,12.21951083,12.87668793,13.43990059,12.16411916,15.49969923,14.3171433,13.1253424,12.07860652,9.994233805,10.14654969,11.89430949,12.15598518,14.6040322,14.25854032
RL105501RS,14.1598855,10.25352589,13.32299725,17.95326749,12.55196679,15.24632773,12.65541368,15.95563085,18.89451572,19.13584113,15.67346167,12.46829405,12.41442074,16.34588426,13.38060075,13.67349266,15.90459875,13.86524495,13.46766484,17.17938382,14.61515929,12.65853152,13.06373219,13.85241383,11.54340576,11.99055783,15.22738044,14.32726627,13.63703588,13.93764098,15.19036425,15.95227275,13.55414228,13.9108431,18.43889294,12.59647563,7.686292209,17.67348444,13.5006904,18.0565785,13.35380086,14.22129121,15.33080189,14.56765246,14.13372071,16.08900015,15.4552902,12.43179263,14.10179095,14.49601103,13.0252184,11.50199408,14.93228192,13.1763139,11.96498413,14.14092148,10.39162317,12.19420448,14.28290576,12.76887954,15.88985048,14.43644377,6.6611683,12.08337386,6.764815412,13.3944341,11.06981761,12.4982177,12.35776862,9.517251672,12.30384226,11.09113003,10.24815407,9.660388617,13.80796307,12.88584216,13.35256944,11.055045,11.6022334,13.56333356,10.68763618,13.43482569,13.057851,12.62521494,12.04492352,11.8734442,11.68239416,13.33871985,12.77640977,13.15914606,16.50256547,13.62469363,12.11592407,12.37988737,9.095706786,9.850422808,11.94566675,11.96277462,13.94893555,12.39514073
RL101501RS,13.72386633,9.730651201,13.72875571,17.73027315,12.97674463,15.15025715,12.68906203,15.95688441,17.97121107,19.33393292,15.4955148,12.10818894,12.14085172,16.05255246,13.64397838,13.63007656,15.79910398,14.84063872,13.01163448,18.39072566,15.77704088,12.91191157,13.77400639,14.95338573,11.01538758,11.38377191,14.2016523,14.61307595,13.20510291,13.84140057,15.22366566,15.55785461,14.66732653,13.54714447,18.21411574,12.79874781,8.626793335,17.79067193,12.8789083,17.72716841,13.70926257,13.40128244,15.35417356,14.61137209,14.6416162,16.11448527,15.24379934,12.18539855,14.1228413,14.05951604,13.06340513,12.0506448,14.82852034,13.07990942,11.73884224,12.61935045,10.85417971,12.11413453,14.5388617,13.54569807,15.77541161,14.16140996,5.233621697,12.1509554,6.934017587,13.27528599,11.50644454,12.15933,12.101204,8.9592844,12.15393953,11.4640714,9.669961276,9.292467131,14.0477601,11.85317777,13.81867531,11.72100746,11.61300591,14.19771975,11.08846793,14.2710591,13.32034862,12.39265968,11.89307074,12.01376649,11.27502248,13.25370944,11.96440684,12.62831987,16.23640997,13.56724076,12.7584136,12.34278881,10.44835759,9.908292363,11.7907885,11.67047115,13.58762091,13.06065716
RL111101RS,14.83714056,7.291497171,14.17221677,17.79812697,12.78583033,15.45129866,12.22771567,15.85957536,17.51586374,19.37611059,14.45604486,12.10075299,12.71115194,16.11562246,14.22221523,14.26031467,16.7194387,13.09165838,12.63115509,19.06054806,16.37377809,12.60243365,13.63077903,14.00265339,11.58268204,12.08022174,11.74487234,14.47716407,13.04666289,13.10838671,14.58201747,14.73477761,14.18264428,14.5290112,17.10253413,12.54988793,7.293577591,17.35633791,11.80198721,17.80523038,13.70804395,12.96972933,15.4595456,13.82415797,14.8201657,15.9834845,14.87703943,12.39755669,14.37659302,14.67449148,12.65222597,12.22850407,15.45354527,12.96266151,12.52910371,12.41288428,11.19409404,11.80985253,14.46145455,12.18898202,15.8037549,14.16296724,7.716664479,11.98235164,7.1513856,13.84530715,11.20552337,12.01568943,12.48188205,9.100267341,12.17347184,12.31037402,10.75567647,9.609442152,14.5296478,11.45463131,13.92058157,12.34016579,12.49156309,15.06458133,11.52346615,14.3554328,13.37476149,12.95804982,12.69673727,12.06946888,11.36485679,13.27217587,13.08052948,12.6349,16.35077563,13.52729498,12.60752345,12.41748119,10.20849929,9.621261984,11.76572888,11.73892412,13.30532125,12.89629247
RL100101RS,13.86314941,9.760680733,13.7851509,17.03294832,12.87529419,15.60772077,12.99620414,16.09070325,18.67074336,18.78691196,15.3502548,12.13201076,12.2413293,16.12619067,12.72967096,13.30868872,15.53848579,13.25452063,12.79250473,17.90070118,15.00056922,13.10506044,14.41967861,15.39988372,11.71320254,12.29306234,16.26410969,14.86079219,13.67570698,13.95435676,15.47447696,15.73925967,13.52148123,14.66862461,18.37471066,13.09213059,8.621900715,17.81462732,11.82238039,18.04712572,14.3863866,14.04984438,15.54610267,14.28051387,13.59454714,16.08732758,15.85632806,12.32969763,13.71646474,13.53906808,13.15221018,11.69705649,15.54170302,12.87516103,11.03475103,12.96376037,9.193666527,12.32230924,14.58624561,11.50636289,15.37614228,14.31664058,6.661785446,11.92732741,6.984823049,12.73862312,10.91012301,12.14413141,11.79648739,9.522816293,12.21865131,11.82960861,10.01940565,10.06620918,13.7640142,11.95068061,13.63463797,11.84197624,11.97305784,14.06277981,11.09393165,13.92999653,12.96946037,12.25943752,12.58461683,11.86767868,11.15992866,13.58462647,13.02207435,13.0359297,16.65467931,12.50171684,11.78838546,12.38155642,9.429270183,10.53918972,12.25851716,12.07732159,13.48185013,12.91757008
RL108901RS,14.4917388,10.21681428,13.8070451,17.38102312,12.836115,15.17312502,12.56212426,15.62143945,17.88399322,18.95876854,15.0522475,11.9700907,12.41901749,15.84117606,13.88896143,14.00346664,15.78187685,15.10214674,13.32195831,18.62614586,14.94843567,12.34051861,13.00793034,13.74795818,11.40317873,11.71564764,15.26584145,13.84809393,12.58254553,12.65642717,14.62441312,15.23719927,14.29218695,13.36711936,17.6324722,12.22123198,7.555673222,16.7876912,11.512064,17.23783782,13.16634347,12.63233366,15.07112388,14.20573197,14.60826982,16.21478444,14.99189827,12.21398383,14.79839336,13.43398945,12.61417402,11.57595863,16.13689452,13.33160186,12.4101819,12.76667472,10.6355293,11.97014125,14.41669584,12.96403963,15.92343768,13.83693858,7.423919839,12.3627446,6.832635862,13.67597136,11.38230873,11.89196289,12.32513616,9.247224951,12.85485077,11.64813657,10.17304823,9.410391093,13.87149924,12.67042847,13.49156629,11.4943875,12.34626959,14.50941483,13.4885965,14.43396628,13.50011425,12.77592534,12.05802553,11.87972673,11.97083606,13.66661132,13.13198348,12.71530979,16.3510482,14.28621751,13.2104035,12.61936709,9.728857382,10.56413233,12.02269633,11.95256932,13.75066612,12.57651317
RL101601RS,14.70697572,10.0340993,14.26670199,17.74630913,12.63932896,15.186557,12.66877519,15.78438126,17.83241486,18.77797625,15.11124661,11.96886706,12.48122242,16.05611486,14.55756144,15.27884003,15.55805242,16.76432926,15.00020105,18.30940039,15.4233033,11.83640599,12.90324341,14.09970592,11.37530524,11.73712555,14.89324479,14.09982698,12.59242672,13.08350149,14.73403835,15.1367721,13.98762119,14.18059643,18.13111296,13.01208869,9.320849348,17.17020461,12.85873142,17.48225351,13.81652028,13.18492802,15.12405822,14.45136442,13.97941913,15.8310833,15.05183689,12.07651895,13.93330763,13.55925608,12.2464805,11.70640328,15.65263243,13.20167744,12.38646874,11.84586145,10.69661062,11.99084351,14.1609836,12.74241177,16.24080038,13.84654915,5.11212135,11.99766895,6.873784114,13.16495795,11.16320122,11.7698663,12.42826516,8.670745713,12.33962371,11.790058,10.34411382,9.704859267,13.46838457,11.76539361,13.75351373,11.96021437,11.86408857,14.26402196,11.47598407,14.05902457,13.16978116,12.79824815,12.40439999,12.04871526,11.57157047,13.53998304,13.06406287,12.79772648,16.12380982,13.81810311,12.22110964,12.48153773,9.081681673,9.935631029,11.88105302,11.72632953,13.98513928,13.08889156
RL106001RS,14.99591609,11.11912433,14.12992147,17.69198761,12.88219431,15.2570872,12.66736558,15.78303259,17.5825868,19.26513876,14.91570457,11.9549497,12.49614129,16.00477362,13.86595703,14.70474753,16.43652529,16.07932259,12.8943385,18.84189284,15.93314177,12.8003443,13.83251638,14.7969019,11.61018922,12.03259792,13.9946039,13.51900405,13.05328803,13.52415284,15.0213534,15.49063521,13.65688033,13.63157855,18.53013957,13.01432055,8.521584999,17.81304392,12.9593508,17.90059703,13.69857466,13.03841794,15.07484459,13.47260487,14.38705889,15.61262943,15.87743869,12.16692509,14.56366682,13.90673146,12.83697047,11.95535088,15.64972015,12.67823799,12.11302158,12.18932136,10.94569321,11.73529131,14.4376278,11.91910869,15.9485978,14.31977701,4.938151581,12.43579876,6.421999209,13.57006254,10.47423576,11.64951785,12.62024391,8.580260103,12.15089909,11.44227836,9.677533889,9.645702277,13.85531388,12.48223495,13.6136173,11.78499762,12.04975746,14.4162594,11.38096362,14.26161292,12.88032072,12.94398671,12.29160647,11.85782113,11.43863775,13.59865735,12.99310343,12.50383709,16.08507019,13.46527156,12.50065036,11.93085263,8.829688833,9.836209224,11.95246213,12.08324671,13.3767918,12.49416434
